name,ra,dec,time,fluence
4B 940114-,97.4,-14.8,49366.89469,NaN
4B 921003-,150.32,-14.71,48898.27477,0.00000188
GRB 000420-,129.26,-14.59,51654.59873,NaN
4B 940101-,307.39,-14.54,49353.65955,1.62E-06
4B 950911-,162.4,-14.52,49971.61406,4.15E-07
GRB 981129,100.93,-14.47,51146.6558,7.71E-08
4B 940415-,249.15,-14.47,49457.70918,9.33E-07
4B 940313,109.45,-14.46,49424.54332,4.45E-07
4B 950206-,69.59,-14.45,49754.44708,0.000000408
4B 950328,29.65,-14.4,49804.90271,9.40E-08
GRB 970713-,161.55,-14.35,50642.26142,3.30E-06
4B 960707-,162.39,-14.34,50271.68477,1.63E-06
4B 920429,179.08,-14.33,48741.79134,7.26E-06
GRB 971202,36.15,-14.3,50784.56588,NaN
GRB 980309-,223.78,-14.29,50881.71459,NaN
4B 910721-,315.52,-14.29,48458.81264,1.66E-06
4B 960405-,332.05,-14.22,50178.77921,0.000002595
4B 950226,158.99,-13.9,49774.61732,NaN
GRB 960925,29.26,-13.86,50351.14393,1.18E-07
GRB 000319,172.77,-13.86,51622.18265,2.62E-08
GRB 970603-,105.25,-13.85,50602.40909,6.42E-06
4B 930201-,95.5,-13.79,49019.36622,NaN
4B 920912,256.11,-13.72,48877.19522,5.75E-07
4B 910725-,135.45,-13.58,48462.08828,1.06E-07
GRB 990715-,296.52,-13.53,51374.11651,NaN
4B 910614-,20.06,-13.44,48421.40795,1.33E-08
4B 940604-,126.35,-13.42,49507.60911,1.47E-06
4B 920721-,19.92,-13.4,48824.12051,NaN
4B 950619,290.94,-13.39,49887.22824,1.25E-07
GRB 971125-,223.34,-13.26,50777.30682,1.39E-06
4B 930421-,234.19,-13.25,49098.90744,NaN
GRB 991228-,21.67,-13.13,51540.18614,3.49E-08
4B 960608-,255.95,-13.09,50242.64829,3.20E-07
GRB 990828,249.41,-13.01,51418.56973,5.28E-07
GRB 990808,301.76,-12.99,51398.30225,NaN
GRB 970522,235.72,-12.97,50590.85182,3.91E-08
4B 950317-,85,-12.96,49793.21942,7.41E-07
GRB 961022-,267.64,-12.95,50378.28045,0.000000371
GRB 970707-,344.78,-12.95,50636.7976,3.20E-08
4B 910614-,174.75,-12.95,48421.07945,8.75E-06
4B 950108,17.71,-12.94,49725.08635,7.09E-08
GRB 990314,184.01,-12.86,51251.83695,0.000000699
GRB 990420-,34.68,-12.83,51288.64151,NaN
GRB 981130,348.93,-12.83,51147.03686,2.76E-06
4B 951107-,180,-12.82,50028.30406,8.53E-07
GRB 970214-,199.27,-12.78,50493.66771,8.71E-08
GRB 991226,276.04,-12.71,51538.32206,9.83E-07
4B 940319,68.74,-12.6,49430.99816,1.63E-05
4B 931007,237.09,-12.54,49267.18356,NaN
GRB 000410,209.94,-12.48,51644.72052,7.32E-08
4B 910621-,226.92,-12.44,48428.6783,0.00000161
GRB 980727-,294.39,-12.42,51021.97887,NaN
4B 921022-,253.78,-12.42,48917.63958,6.13E-06
4B 940228-,127.98,-12.36,49411.47848,1.28E-05
4B 951015-,2.99,-12.3,50005.68587,0.000000317
GRB 990129-,94.92,-12.28,51207.21934,1.46E-05
GRB 990108,62.13,-12.11,51186.34799,1.36E-05
4B 931021-,345.94,-12.11,49281.92575,NaN
GRB 971130-,223.82,-12.07,50782.12537,NaN
4B 910609,103.08,-12.07,48416.03365,1.57E-06
GRB 000513-,160.73,-12.01,51677.74367,4.60E-07
GRB 980821,123.5,-12,51046.71951,1.30E-05
4B 930122,59.5,-11.93,49009.5148,1.28E-07
4B 920209-,329.66,-11.83,48661.68159,0.000000075
GRB 981126,83.83,-11.82,51143.37147,NaN
4B 910518-,249.02,-11.77,48394.62183,3.80E-07
GRB 970415,42.53,-11.76,50553.65766,2.53E-07
GRB 980207-,318.63,-11.75,50851.75815,1.50E-07
4B 920814-,226.62,-11.65,48848.55907,9.65E-07
4B 920507,271.57,-11.58,48749.05901,NaN
4B 950325-,66.22,-11.56,49801.7337,0.000014171
4B 940902-,45.65,-11.39,49597.54743,NaN
GRB 980520,353.71,-11.32,50953.80017,1.64E-06
4B 940228-,126.19,-11.29,49411.82309,8.05E-07
GRB 970116,123.45,-11.15,50464.48708,NaN
4B 950305,197.2,-11.12,49781.62853,9.26E-06
4B 930711-,265.5,-10.99,49179.03574,6.60E-07
4B 930815,283.6,-10.98,49214.22688,NaN
4B 950416-,240.84,-10.93,49823.95322,2.53E-08
4B 930315,0.35,-10.89,49061.03456,8.01E-07
GRB 000310-,127.51,-10.86,51613.34492,0.000003895
4B 940110-,337.6,-10.8,49362.07805,5.61E-07
4B 911224-,45.43,-10.79,48614.46039,2.09E-06
4B 950911-,226.94,-10.73,49971.27259,7.41E-07
4B 920730-,241.67,-10.7,48833.89692,2.98E-06
4B 920806,284.74,-10.68,48840.75645,1.51E-07
GRB 961017-,37.16,-10.68,50373.46995,1.27E-07
4B 920407,341.44,-10.68,48719.50255,NaN
4B 931026,51.36,-10.56,49286.4833,2.14E-05
4B 960716,55.42,-10.53,50280.09316,0.000002416
4B 960624-,178.58,-10.46,50258.10923,3.41E-07
GRB 990221-,297.8,-10.45,51230.32855,NaN
GRB 991127,16.48,-10.44,51509.62152,1.05E-05
4B 930903-,88.67,-10.42,49233.01353,3.13E-07
4B 911128,338.64,-10.36,48588.36301,5.56E-07
4B 940329-,204.91,-10.33,49440.76086,1.98E-06
GRB 000526,231.29,-10.32,51690.41775,0.00000147
4B 910912,109.61,-10.31,48511.24736,3.58E-08
4B 920720-,144.74,-10.3,48823.24506,6.46E-06
GRB 990730-,53.03,-10.29,51389.86347,0.000004178
4B 950111-,19.57,-10.22,49728.51285,2.04E-05
4B 930608-,323.25,-10.22,49146.4786,1.24E-07
GRB 970825,89.26,-10.18,50685.91874,0.000002609
GRB 000306-,69.73,-10.17,51609.51015,6.58E-08
GRB 980218-,90.73,-10.11,50862.63387,2.95E-07
GRB 990212,230.86,-10.04,51221.32668,NaN
4B 930128,10.83,-9.99,49015.45977,NaN
GRB 970504-,157.29,-9.97,50572.97968,NaN
GRB 981221-,286.58,-9.87,51168.0414,NaN
GRB 971122-,72.58,-9.79,50774.03926,6.49E-07
4B 930228,79.44,-9.77,49046.34164,NaN
GRB 980904-,84.18,-9.75,51060.56224,1.11E-06
GRB 981211,332.52,-9.73,51158.85392,4.28E-06
4B 940214-,357.96,-9.63,49397.38495,7.39E-09
4B 940214-,96.43,-9.61,49397.48237,NaN
GRB 971230-,305.15,-9.53,50812.37792,5.01E-07
4B 930927,108.61,-9.52,49257.17926,NaN
4B 940514,327.36,-9.51,49486.17206,NaN
GRB 990401,33.27,-9.4,51269.26522,3.84E-07
4B 911119-,261.62,-9.37,48579.23574,0.000000349
4B 910607-,78.76,-9.36,48414.00842,0.000001361
GRB 970304,219.93,-9.33,50511.33618,6.87E-07
GRB 971121,187.63,-9.32,50773.50427,0.00000345
4B 940616-,216.77,-9.27,49519.99648,0.000001177
4B 930711-,13.75,-9.09,49179.14724,1.34E-06
4B 921102-,218.3,-9.07,48928.39117,NaN
4B 960206-,195.53,-9.07,50119.20714,NaN
4B 940207-,250.63,-9.06,49390.48029,9.21E-09
4B 940602-,61.53,-8.89,49505.31776,2.92E-07
4B 930405-,198.18,-8.8,49082.37141,NaN
GRB 000511-,295.58,-8.7,51675.75207,2.75E-07
4B 960119-,209.55,-8.7,50101.72641,NaN
4B 930329,179.25,-8.65,49075.13155,7.10E-07
4B 940710-,260.13,-8.62,49543.37571,1.77E-06
4B 920520-,308.13,-8.6,48762.39666,NaN
4B 931024,137.63,-8.49,49284.56191,0.00000235
GRB 980417-,67.81,-8.44,50920.70829,NaN
4B 910621-,326.87,-8.44,48428.08145,1.31E-06
GRB 970925-,326.84,-8.42,50716.94671,0.00000527
4B 940822,134.4,-8.4,49586.39312,4.43E-07
4B 930709-,351.81,-8.39,49177.72699,2.33E-07
4B 910423,193.47,-8.38,48369.82968,0.000000062
GRB 970427-,181.35,-8.37,50565.52916,NaN
4B 940429-,34.5,-8.35,49471.2172,NaN
4B 940413-,135.94,-8.26,49455.98814,3.37E-07
4B 930131-,182.04,-8.24,49018.78972,1.67E-05
4B 920710-,337.6,-8.23,48813.00912,NaN
4B 920430-,37.61,-8.22,48742.66864,2.13E-06
4B 960625,110.59,-8.21,50259.19614,1.85E-06
4B 940224,136.95,-8.07,49407.67701,3.22E-08
4B 960708-,221.87,-7.97,50272.62854,1.30E-06
GRB 971002-,193.37,-7.96,50723.90084,2.39E-07
4B 930821,235.32,-7.94,49220.41086,NaN
GRB 960909,25.88,-7.8,50335.8616,4.43E-07
4B 960703-,4.62,-7.75,50267.57146,5.04E-06
4B 910902,299.08,-7.7,48501.95527,0.000000181
GRB 971027,121.12,-7.67,50748.10964,2.38E-06
GRB 970311,224.57,-7.65,50518.07518,4.64E-07
4B 960323,328.51,-7.61,50165.5729,NaN
GRB 990120,10.2,-7.58,51198.39839,0.00000195
4B 920711-,93.72,-7.55,48814.43626,1.60E-07
GRB 000227,43.33,-7.49,51601.90114,3.96E-06
4B 940902-,56.32,-7.43,49597.60408,0.000003068
4B 921001-,238.73,-7.43,48896.29839,6.53E-08
GRB 990425-,332.67,-7.41,51293.09684,8.18E-07
4B 960704,358.29,-7.3,50268.67264,3.20E-07
GRB 980302,31.3,-7.29,50874.20802,0.00000351
4B 910717-,294.15,-7.21,48454.43268,1.38E-07
GRB 980107,190.24,-7.19,50820.57592,2.31E-08
4B 950503,159.16,-7.19,49840.77512,NaN
GRB 970616-,20.44,-7.12,50615.75683,1.07E-05
4B 930420-,241.71,-7.09,49097.76108,0.000000748
4B 930430-,345.12,-7.07,49107.98719,NaN
4B 940803-,275.85,-6.93,49567.16669,4.12E-06
4B 930822-,266.61,-6.87,49221.26564,NaN
GRB 970103,179.08,-6.85,50451.21983,1.47E-07
4B 951213,283.98,-6.82,50064.20662,6.88E-06
4B 950802,29.17,-6.79,49931.2384,2.76E-08
4B 960729,253.62,-6.77,50293.07422,NaN
GRB 971206-,161.07,-6.71,50788.80616,1.11E-06
GRB 971213,345.35,-6.7,50795.72515,NaN
4B 941026-,205.96,-6.53,49651.11986,3.65E-06
4B 940101-,94.03,-6.52,49353.34848,5.34E-07
4B 940701,145.18,-6.43,49534.90739,0.0000021
4B 931108,59.64,-6.35,49299.95252,0.000000519
4B 940830-,1.76,-6.29,49594.48425,5.76E-07
GRB 980920,199.18,-6.27,51076.55475,3.19E-07
GRB 000521,5.96,-6.25,51685.40817,NaN
GRB 990316-,102.45,-6.2,51253.52013,9.94E-06
4B 941123-,197.9,-6.2,49679.82677,1.21E-06
4B 931118,20.05,-6.16,49309.48041,7.23E-07
4B 920412,231.32,-6.14,48724.83478,NaN
4B 941122-,253.78,-6.14,49678.55112,NaN
GRB 971207-,264.95,-6.09,50789.26896,0.000000376
4B 930524-,351.16,-6.02,49131.7395,3.58E-08
4B 930506-,64.45,-5.97,49113.62004,9.53E-05
4B 930517-,29.34,-5.96,49124.83297,0.000001384
4B 911118-,253.49,-5.92,48578.98564,2.01E-07
4B 920310,105.85,-5.91,48691.58558,1.27E-06
4B 920808,262.14,-5.78,48842.16353,2.98E-07
4B 960411-,147.86,-5.74,50184.24501,8.81E-07
GRB 991027,325.97,-5.65,51478.53446,1.02E-07
4B 931206-,266.6,-5.62,49327.73368,0.000001823
4B 920609-,196.58,-5.58,48782.35151,NaN
4B 940819,160.5,-5.51,49583.98929,3.55E-07
GRB 970609-,61.78,-5.5,50608.34309,NaN
GRB 981020,243.92,-5.43,51106.61565,3.23E-08
4B 920229-,333.67,-5.25,48681.62787,3.05E-07
GRB 960907-,320.1,-5.06,50333.33234,2.25E-07
GRB 990403-,298.87,-5.05,51271.40837,0.000008378
GRB 981022-,111.9,-5.03,51108.96422,4.78E-07
4B 911219-,218.65,-4.83,48609.91479,8.21E-07
GRB 000429,100.23,-4.81,51663.42179,0.000022247
GRB 971115-,60.89,-4.75,50767.80928,NaN
GRB 970919-,140.39,-4.74,50710.76006,0.000010444
GRB 961017-,115.16,-4.68,50373.2558,2.39E-08
GRB 990513-,326.72,-4.67,51311.67096,1.44E-07
GRB 971207-,133.74,-4.59,50789.83603,0.00000688
4B 920314-,240.75,-4.56,48695.25171,0.000005905
4B 940827-,281.06,-4.52,49591.22091,1.50E-07
4B 951004,22.12,-4.48,49994.4332,NaN
GRB 990316-,152.08,-4.44,51253.40324,1.32E-05
4B 960214,350.57,-4.4,50127.77631,3.85E-08
GRB 970926-,345.13,-4.36,50717.43382,1.61E-07
GRB 970203,8.63,-4.3,50482.77267,1.58E-06
4B 920328,315.14,-4.3,48709.88875,NaN
4B 960417-,50.18,-4.27,50190.12736,3.62E-06
4B 960124-,231.92,-4.23,50106.88072,0.000000692
4B 911016-,300.06,-4.16,48545.45942,4.06E-06
GRB 980808-,123.12,-4.11,51033.32687,NaN
4B 940423,7.52,-4.08,49465.97245,7.40E-07
4B 920718-,22.44,-3.98,48821.61154,NaN
4B 920812-,118.96,-3.97,48846.23156,NaN
4B 940524-,135.46,-3.93,49496.26629,8.89E-07
4B 960411-,31.03,-3.87,50184.09466,NaN
4B 941018-,54.6,-3.83,49643.49488,NaN
GRB 980617-,55.95,-3.82,50981.11935,NaN
GRB 991018,224.03,-3.68,51469.79354,8.02E-06
GRB 990516-,253.55,-3.64,51314.9961,NaN
4B 930831,223.29,-3.63,49230.38618,NaN
4B 931219-,12.36,-3.6,49340.69062,NaN
GRB 980401-,35.44,-3.51,50904.38267,0.000000354
4B 960825,63.92,-3.49,50320.72729,NaN
GRB 990415,71.83,-3.45,51283.12582,0.00000493
GRB 991007,234.18,-3.39,51458.07601,1.43E-06
GRB 970826,168.44,-3.37,50686.40626,4.45E-08
GRB 970611,78.37,-3.31,50610.34827,1.43E-07
4B 951125,277.28,-3.22,50046.02195,3.36E-07
4B 920130-,54.59,-3.22,48651.95141,1.25E-06
4B 950102-,98.16,-3.16,49719.31699,1.36E-07
4B 931106,196.75,-3.13,49297.8556,5.09E-06
4B 950313,95.98,-3.04,49789.31775,0.000000329
4B 940422,249.85,-2.9,49464.25496,NaN
GRB 961225,171.31,-2.85,50442.4217,0.000004644
4B 941230-,210.67,-2.78,49716.7776,1.71E-07
4B 941020-,158.99,-2.72,49645.7639,NaN
4B 930131-,79.83,-2.6,49018.88277,9.17E-08
4B 920627-,166.02,-2.58,48800.54347,8.84E-06
GRB 960929-,59.35,-2.49,50355.01201,0.000001106
4B 910627,197.99,-2.48,48434.18701,5.31E-06
4B 920717-,20.75,-2.32,48820.65775,6.14E-07
4B 950320,274.74,-2.22,49796.00306,1.40E-07
4B 960806-,182.93,-2.19,50301.93646,0.000003306
GRB 990829-,338.6,-2.18,51419.23866,0.000002185
4B 940314,354.86,-2.14,49425.41654,NaN
4B 931101-,132.58,-2.05,49292.9678,4.37E-08
GRB 990803,258.63,-2.03,51393.27055,3.07E-05
GRB 970802-,101.97,-1.98,50662.70487,5.02E-07
4B 960605-,154.26,-1.98,50239.34019,0.000023211
4B 920321-,181.61,-1.97,48702.51967,NaN
4B 930610,211.88,-1.91,49148.74459,2.84E-07
4B 951002,46.05,-1.88,49992.89799,0.000003291
GRB 990202-,315.85,-1.78,51211.14969,2.81E-07
4B 960707-,189.27,-1.78,50271.51729,1.11E-06
4B 920723-,268.29,-1.73,48826.54459,NaN
4B 941018-,329.02,-1.73,49643.35883,2.69E-07
GRB 971028,199.25,-1.69,50749.27698,1.78E-08
4B 940530,111.42,-1.57,49502.37336,1.08E-06
4B 921029-,34.14,-1.57,48924.52635,5.91E-07
4B 940428,347.76,-1.56,49470.44204,6.12E-07
4B 950917-,339.87,-1.47,49977.99143,NaN
GRB 000310-,5.4,-1.46,51613.63003,1.40E-06
4B 940211-,25.62,-1.43,49394.67808,0.000004346
GRB 990119,235.74,-1.41,51197.59745,NaN
4B 930706-,210.09,-1.36,49174.33971,1.02E-06
4B 910926-,157.2,-1.36,48525.16713,0.000001177
4B 930807-,351.93,-1.36,49206.66178,NaN
GRB 991019-,8.48,-1.32,51470.82412,4.77E-09
GRB 981117,294.94,-1.3,51134.28384,0.00000186
GRB 990117-,19.66,-1.29,51195.31274,0.000001785
GRB 990306-,275.89,-1.25,51243.82939,1.95E-08
4B 930905-,310.95,-1.22,49235.14341,8.42E-07
4B 910616,356.72,-1.21,48423.44404,6.91E-08
4B 960412,265.81,-1.19,50185.91322,0.000001862
4B 930612-,347.1,-1.08,49150.37081,6.69E-06
GRB 970510-,12.84,-0.84,50578.7699,1.34E-07
GRB 980724-,193.92,-0.77,51018.85742,2.62E-05
4B 950119,340.31,-0.7,49736.92971,0.000000852
4B 930822-,213.09,-0.68,49221.61449,2.58E-06
4B 930910-,157.72,-0.59,49240.33614,NaN
4B 950612,254.09,-0.48,49880.6873,1.90E-07
4B 940905,281.29,-0.46,49600.92763,2.44E-06
4B 911202-,235.88,-0.4,48592.99411,1.14E-08
4B 920620-,4.85,-0.36,48793.7896,1.10E-06
GRB 000520,234.74,-0.31,51684.46916,1.73E-07
4B 960705,29.45,-0.29,50269.03453,1.57E-07
4B 910501,126.54,-0.23,48377.34738,0.000001435
GRB 980627-,159.71,-0.23,50991.1809,2.67E-07
4B 911219-,354.25,-0.16,48609.37655,5.23E-07
4B 941017-,207.37,-0.13,49642.68353,0.0000013
4B 950909,216.36,-0.11,49969.98903,1.07E-05
4B 950916-,13.18,-0.06,49976.4105,0.000000223
4B 940128-,166.38,-0.05,49380.23997,1.85E-07
4B 940809,155.88,-0.05,49573.31205,2.81E-08
GRB 981231-,90.62,0.03,51178.04728,1.66E-06
4B 911217-,28.89,0.03,48607.94442,3.21E-07
GRB 980416,95.76,0.05,50919.25573,1.05E-07
4B 960623-,359,0.05,50257.75745,1.07E-06
4B 940219,63.5,0.11,49402.18525,7.47E-07
GRB 980422,265.69,0.14,50925.65293,NaN
4B 940611,69.05,0.16,49514.99389,0.000000543
GRB 990321,42.26,0.23,51258.82578,3.23E-07
4B 930724-,75.92,0.23,49192.6545,1.41E-07
4B 930103-,199.9,0.26,48990.05243,5.07E-08
4B 940727,154.56,0.28,49560.4627,NaN
4B 910523-,106.99,0.36,48399.79403,1.78E-06
4B 930603,121.16,0.42,49141.57221,4.62E-06
4B 960418-,170.5,0.42,50191.07065,1.52E-06
4B 950524,186.41,0.45,49861.17244,6.95E-07
4B 940305-,259.69,0.46,49416.65939,0.000000092
GRB 970924,287.85,0.52,50715.57666,4.46E-07
GRB 000225,110.56,0.53,51599.06631,1.21E-06
4B 940124,89.61,0.54,49376.58195,5.28E-08
GRB 990330-,61.41,0.69,51267.19435,3.48E-08
4B 931101-,238.32,0.78,49292.13218,7.16E-07
4B 940426,22.81,0.9,49468.22912,7.78E-07
4B 920508,6.19,0.97,48750.16556,2.05E-07
4B 930217,117.78,0.98,49035.61433,1.03E-06
4B 921002-,133.65,0.98,48897.47874,NaN
4B 920714-,189.07,1.01,48817.21283,NaN
4B 960806-,319.98,1.03,50301.67955,1.05E-07
4B 910526-,111.56,1.05,48402.1475,1.20E-07
4B 960527,186.07,1.08,50230.65882,1.68E-06
GRB 980407,104.99,1.12,50910.76177,2.91E-08
4B 960518,130.62,1.14,50221.52992,8.70E-08
4B 951207,189.67,1.15,50058.56123,0.000001778
4B 920216-,156.92,1.17,48668.9294,2.55E-06
GRB 990104-,129.96,1.19,51182.66845,0.000152837
GRB 990718,286.92,1.33,51377.50477,1.30E-05
4B 930719-,212.18,1.36,49187.47069,7.85E-08
GRB 990906,58.32,1.39,51427.74283,2.60E-08
GRB 990204,31.56,1.42,51213.01702,3.23E-06
GRB 980103-,133.85,1.48,50816.66749,NaN
GRB 980125-,97.16,1.48,50838.43132,3.19E-07
4B 910816-,172.6,1.48,48484.61856,5.62E-07
GRB 970829,226.05,1.53,50689.39559,1.15E-06
4B 921013,87.26,1.53,48908.85593,NaN
4B 951227,68.61,1.59,50078.91668,1.14E-06
4B 940917,91.39,1.65,49612.71949,4.35E-06
GRB 990318,244.9,1.65,51255.13521,3.77E-07
GRB 981021-,357.16,1.67,51107.96403,3.76E-05
4B 930110-,99.84,1.71,48997.07753,1.14E-06
GRB 990810-,358.07,1.73,51400.30895,1.77E-07
GRB 980214-,229.15,1.78,50858.51012,0.000001304
GRB 970414-,111.5,1.84,50552.30177,2.69E-07
4B 960408,85.04,1.88,50181.92532,4.39E-06
GRB 980511,66.99,1.94,50944.08019,8.66E-07
GRB 990918,262.08,1.97,51439.23142,6.31E-07
4B 930106-,6.08,2,48993.65115,NaN
GRB 990810-,325.58,2.06,51400.74293,2.12E-06
4B 951209,138.93,2.15,50060.81812,0.000000237
GRB 970330-,304.6,2.26,50537.59114,1.06E-06
GRB 000508-,89.89,2.39,51672.89606,1.64E-06
4B 911129-,326.68,2.49,48589.41448,6.65E-09
4B 930203-,227.43,2.5,49021.47394,5.03E-08
4B 960524-,160.82,2.6,50227.37878,1.00E-06
4B 950412,317.36,2.65,49819.03338,3.32E-07
GRB 970407-,174.28,2.66,50545.49716,NaN
GRB 971013-,167.03,2.66,50734.36347,NaN
GRB 960924,37.28,2.7,50350.48739,6.51E-05
4B 910430,135.8,2.73,48376.71434,9.69E-06
GRB 990102-,203.48,2.74,51180.57776,5.59E-06
GRB 990506-,140.25,2.78,51304.99579,0.000000948
GRB 000417,222.39,2.93,51651.98273,2.33E-08
4B 920624,67.55,3.05,48797.18862,0.000000279
GRB 990603-,263.76,3.07,51332.80487,NaN
4B 940321,160.33,3.1,49432.92022,1.21E-05
4B 930601-,95.56,3.2,49139.25759,NaN
4B 950815,262.81,3.21,49944.88523,NaN
4B 940918,65.53,3.22,49613.61892,7.36E-07
4B 920110-,159.88,3.24,48631.46124,8.11E-08
4B 950418,92.4,3.26,49825.96986,3.07E-06
GRB 980703-,228,3.27,50997.57533,0.000005132
4B 960417-,227.8,3.27,50190.87562,NaN
GRB 980716,99.21,3.28,51010.38145,4.30E-07
GRB 970802-,215.07,3.32,50662.14269,3.56E-07
4B 910722,125.8,3.32,48459.48526,2.19E-07
GRB 000519,346.03,3.33,51683.34592,2.39E-06
4B 930910-,160.2,3.33,49240.3192,NaN
GRB 971207-,95.07,3.38,50789.43395,0.000000697
4B 930715,223.03,3.39,49183.62592,8.60E-07
GRB 971021,147.03,3.41,50742.71409,2.68E-07
4B 940817,280.84,3.47,49581.36129,0.000026856
GRB 980811,266.8,3.51,51036.28134,NaN
4B 960513,77.12,3.53,50216.92893,1.33E-08
4B 941205,126.25,3.54,49691.34417,NaN
GRB 990308-,189.18,3.55,51245.21884,5.22E-06
4B 931206-,104.59,3.56,49327.36215,6.44E-07
GRB 981221-,283.68,3.61,51168.10483,NaN
GRB 991002,25.16,3.75,51453.95073,1.56E-07
GRB 000508-,202.72,3.78,51672.01976,3.69E-07
4B 950812,58.02,3.79,49941.65427,NaN
4B 941226,138.24,3.91,49712.99478,1.35E-07
GRB 990925-,228.61,4.11,51446.23719,NaN
GRB 971206-,117.84,4.13,50788.53562,5.09E-07
4B 931103-,319.1,4.16,49294.26461,NaN
4B 940909,55.67,4.17,49604.20995,1.63E-07
4B 930523,14.8,4.21,49130.82006,NaN
4B 950908-,85.46,4.31,49968.08666,NaN
GRB 990105,306.61,4.33,51183.36793,1.03E-06
4B 920220,343.66,4.38,48672.54204,0.000002536
GRB 000320,82.48,4.44,51623.34407,3.54E-07
4B 940728-,291.22,4.45,49561.58797,0.00000138
4B 940217-,29.07,4.55,49400.96021,0.000165423
GRB 990408,258.53,4.57,51276.39897,1.93E-08
4B 940409,265.6,4.6,49451.00682,1.32E-07
GRB 971221,73.74,4.69,50803.50944,1.47E-07
4B 940724,24.34,4.73,49557.96979,2.65E-07
GRB 990616,84.22,4.75,51345.44503,1.23E-06
GRB 000213,136.77,4.8,51587.91156,2.45E-07
GRB 990802-,279.19,4.95,51392.79741,NaN
GRB 000126-,118,5.04,51569.97673,NaN
GRB 980527-,197.39,5.05,50960.57029,NaN
GRB 980922-,258.95,5.07,51078.23765,8.12E-07
4B 950716,95.94,5.09,49914.96008,7.35E-07
GRB 970424-,54.48,5.13,50562.18618,1.10E-07
GRB 990207,215.93,5.13,51216.0399,0.000000128
GRB 980424,93.33,5.18,50927.06393,0.00000258
GRB 980820,311.32,5.2,51045.43387,9.30E-07
4B 950129-,254.62,5.34,49746.7611,7.39E-07
4B 930302,90.33,5.43,49048.89812,2.32E-06
4B 920608,21.79,5.72,48781.60149,8.96E-08
4B 950810,30.38,5.76,49939.1251,1.52E-07
GRB 980207-,101.27,5.8,50851.19737,2.90E-06
4B 921205,339.12,5.8,48961.02255,6.22E-07
4B 940706-,54.91,5.86,49539.24929,NaN
4B 920804-,68.24,5.88,48838.69367,7.52E-08
GRB 990525,268.64,5.9,51323.01597,NaN
4B 920607,284.73,5.94,48780.82957,1.33E-07
4B 940621-,214.08,5.99,49524.0934,3.58E-07
4B 950921-,87.74,6,49981.47708,NaN
4B 930824,255.25,6.03,49223.261,1.63E-07
4B 950620,45.72,6.13,49888.03095,2.61E-07
GRB 990705-,81.36,6.17,51364.5597,NaN
GRB 991005-,342.33,6.2,51456.451,1.31E-06
4B 960113,230.27,6.2,50095.64842,3.40E-06
GRB 970628-,24.06,6.22,50627.30755,3.52E-07
4B 940226-,349.27,6.28,49409.83008,6.52E-08
4B 930701-,298.72,6.33,49169.02212,2.17E-07
4B 960612,22.25,6.34,50246.23787,0.00000161
GRB 970423,290.91,6.41,50561.72099,1.87E-08
GRB 990709-,116.51,6.43,51368.49209,NaN
4B 910807,153.85,6.49,48475.30594,5.21E-06
GRB 990814-,164.32,6.62,51404.90306,1.00E-07
4B 951020,356.43,6.64,50010.49854,0.0000006
GRB 000402,343.53,6.65,51636.60484,0.000004033
GRB 990320-,5.7,6.7,51257.95972,3.56E-07
GRB 990816,187.97,6.7,51406.11439,1.77E-06
GRB 000307,88.49,6.8,51610.91027,2.38E-06
4B 921030-,86.16,6.86,48925.05314,NaN
4B 921004,209.11,6.87,48899.78382,NaN
4B 911126,159.79,6.93,48586.53389,0.000015693
4B 940520,323.5,6.93,49492.01503,8.50E-06
4B 950908-,178.7,6.95,49968.35164,9.33E-09
4B 941005-,251.49,7.01,49630.16989,1.51E-06
4B 920214,39.67,7.13,48666.71947,0.000000652
4B 940103,267.9,7.14,49355.92565,1.80E-06
GRB 970707-,191.97,7.38,50636.09092,1.65E-06
GRB 970408-,167.97,7.39,50546.24826,1.99E-08
4B 941014-,31.66,7.43,49639.38898,1.28E-05
4B 930622-,132.37,7.44,49160.14462,4.61E-07
4B 950801,138.12,7.52,49930.33078,1.03E-07
GRB 980321,42.25,7.59,50893.2543,NaN
4B 960623-,180.78,7.59,50257.05473,1.29E-05
4B 910626,133.38,7.72,48433.30224,3.76E-07
4B 920723-,85.79,7.78,48826.04207,NaN
4B 960418-,91.12,7.91,50191.17628,0.000000794
4B 930317,2.74,7.99,49063.66521,6.38E-07
4B 910823,105.65,8.06,48491.87598,1.36E-07
GRB 991229-,317.87,8.14,51541.50604,3.34E-07
4B 911125,183.92,8.24,48585.95086,0.0000001
4B 960810-,5.15,8.28,50305.96596,NaN
GRB 980913,8.76,8.3,51069.2313,1.86E-06
4B 940831,270.22,8.32,49595.54532,6.16E-07
4B 930528,89.81,8.33,49135.51336,8.70E-08
GRB 970403-,45.63,8.35,50541.66201,0.000000934
4B 931022,249.06,8.36,49282.41678,2.08E-07
4B 940323,213.89,8.37,49434.91989,2.55E-05
4B 910629-,63.52,8.4,48436.83042,1.68E-06
4B 940715-,138.09,8.4,49548.67585,2.25E-06
GRB 970612-,272.62,8.42,50611.30453,1.95E-07
GRB 961020,73.74,8.43,50376.11921,7.10E-08
GRB 980413,93.59,8.52,50916.86989,4.46E-07
GRB 991013,123.94,8.56,51464.85977,2.81E-07
