name,ra,dec,time,fluence
GRB 010321,204,-14,51989.50575,0.0000013
GRB 970603A,105.25,-13.85,50602.40912,0.00000675
GRB 990717,104,-13,51376.71684,0.00000651
GRB 990314,184.01,-12.86,51251.83696,0.00000152
GRB 961222,302.9,-12.1,50439.50009,0.00000184
GRB 971208A,50,-12,50790.19944,0.00000936
GRB 000119B,203,-12,51562.5483,0.0000067
GRB 010820,180,-12,52141.85848,0.00000197
GRB 970415,42.53,-11.76,50553.65765,0.00000031
GRB 981018,109.4,-11.5,51104.01899,0.0000048
GRB 980520C,353.71,-11.32,50953.80021,0.00000311
GRB 970116,123.45,-11.15,50464.48705,0.0000167
GRB 960810B,102,-11,50305.28907,
GRB 991205A,248,-11,51517.71083,0.00000173
GRB 010411B,218,-11,52010.67091,0.00000617
GRB 980916,57.3,-10.4,51072.84866,0.00000076
GRB 990730B,53.03,-10.29,51389.86346,
GRB 970825B,89.26,-10.18,50685.91867,0.0000021
GRB 970222,308,-10,50501.99546,0.00000363
GRB 970506,30,-10,50574.65402,0.00000127
GRB 980226,243,-10,50870.4784,0.00000212
GRB 980907,78.1,-10,51063.46744,0.00000209
GRB 000226,327,-10,51600.53551,0.0000961
GRB 990725,15.5,-9.9,51384.47472,0.00000081
GRB 960703A,142,-9,50267.31931,0.00000234
GRB 000506,258,-9,51670.42826,0.00000298
GRB 011126,45,-9,52239.41947,0.0000013
GRB 020308,6,-9,52341.25485,0.00000379
GRB 000511B,295.58,-8.7,51675.75206,0.00000131
GRB 970427,181.35,-8.37,50565.52914,0.00000045
GRB 991105A,259,-8,51487.34186,0.00000196
GRB 011222,129,-8,52265.44101,0.00000069
GRB 010728,175.03,-7.95,52118.80882,0.00000124
GRB 960909,25.88,-7.8,50335.8616,0.00000077
GRB 960703B,4.62,-7.75,50267.57146,0.00001111
GRB 990120,10.2,-7.58,51198.39838,0.00000265
GRB 980917,162.5,-7.5,51073.40844,0.00000619
GRB 000227,43.33,-7.49,51601.90002,0.00001221
GRB 970616,20.44,-7.12,50615.7574,0.0000265
GRB 020413,14.91,-7.11,52377.68072,0.00001118
GRB 001115,34,-7,51863.58797,0.00001054
GRB 010515A,22,-7,52044.09759,0.00000267
GRB 020320,43,-7,52353.24641,
GRB 981101,170.3,-6.6,51118.22191,0.00000045
GRB 991004A,251.9,-6.4,51455.26494,0.00000104
GRB 980920B,199.18,-6.27,51076.55475,0.00000039
GRB 981030,4,-6,51116.05558,0.00000124
GRB 990727,271.7,-6,51386.5589,0.00000634
GRB 000301C,215,-6,51604.52853,0.00000835
GRB 000903C,134,-6,51790.64748,0.00000209
GRB 001110,196,-6,51858.51214,0.00001157
GRB 971206B,161.05,-5.78,50788.80611,0.00000441
GRB 981022C,111.9,-5.03,51108.96421,0.00000026
GRB 010317,33,-5,51985.26953,0.0000136
GRB 011104,190,-5,52217.41809,0.00000393
GRB 971028,213.9,-4.9,50749.86951,0.00000131
GRB 970919B,140.39,-4.74,50710.76,0.000011
GRB 971207A,133.74,-4.59,50789.83613,0.00000512
GRB 000429,98.34,-4.42,51663.42178,0.0000218
GRB 980808A,123.12,-4.11,51033.32686,0.000015
GRB 980516,89,-4,50949.47473,0.0004466
GRB 001204A,77,-4,51882.09973,0.00000074
GRB 010430,8,-4,52029.96076,
GRB 010723,266,-4,52113.70133,0.00000208
GRB 980617,55.95,-3.82,50981.11935,0.0000186
GRB 990704A,184.79,-3.8,51363.7294,0.000001
