name,ra,dec
3FGL J0359.7+7649,59.935,76.8313
3FGL J1953.4+7653,298.3618,76.89
3FGL J1628.2+7703,247.0703,77.0508
3FGL J1418.9+7731,214.7475,77.5171
3FGL J0707.0+7741,106.7547,77.6982
3FGL J0807.1+7744,121.7862,77.7382
3FGL J2005.2+7752,301.3098,77.8811
3FGL J1319.6+7759,199.9034,77.9983
3FGL J0618.0+7819,94.5194,78.3233
3FGL J1800.5+7827,270.1307,78.4618
3FGL J0333.4+7853,53.36,78.8897
3FGL J1305.5+7854,196.3812,78.9102
3FGL J0748.5+7910,117.1357,79.1766
3FGL J1222.7+7952,185.683,79.8668
3FGL J1512.3+8005,228.0891,80.0877
3FGL J0354.6+8011,58.6599,80.1897
3FGL J2340.7+8016,355.1992,80.2707
3FGL J1021.8+8023,155.4699,80.385
3FGL J1222.7+8041,185.6951,80.6982
3FGL J1642.4+8045,250.612,80.7641
3FGL J1044.4+8058,161.1187,80.9685
3FGL J1058.4+8112,164.6209,81.2028
3FGL J2355.5+8154,358.89,81.9002
3FGL J1540.1+8155,235.0254,81.9236
3FGL J0228.5+8213,37.1327,82.2222
3FGL J1630.6+8232,247.6522,82.535
3FGL J1027.8+8253,156.9633,82.8983
3FGL J1321.7+8312,200.4306,83.2067
3FGL J1536.6+8331,234.1619,83.5316
3FGL J1935.5+8355,293.8975,83.927
3FGL J0249.1+8438,42.2783,84.6359
3FGL J0746.9+8511,116.7251,85.1979
3FGL J1559.7+8512,239.9441,85.2129
3FGL J1312.3+8513,198.0911,85.225
3FGL J0145.6+8600,26.4148,86.0021
3FGL J0930.2+8612,142.5616,86.202
3FGL J1739.0+8716,264.7595,87.2767
3FGL J0139.9+8735,24.9828,87.6
3FGL J1711.6+8846,257.9081,88.7739
